,Text,Class
36,"Metlife buys up Citigroup insurer

US banking giant Citigroup has sold its Travelers Life & Annuity insurance arm to Metlife for $11.5bn (£6.1bn).

The sale is a further move by Citigroup away from its 1990s strategy of offering every financial service - insurance, broking and banking. Profit growth in the insurance market has not matched expansion at Citigroup's other businesses. For Metlife, the US's leading insurance company, the purchase gives it access to a much larger distribution network.

Robert Benmosche, Metlife's chairman and chief executive, said that it was a ""great opportunity for the brand of Metlife to be distributed through Citigroup"". Under the agreement, Metlife will be able to sell its products through Citigroup over the next 10 years. The deal includes Smith Barney retail brokerages and Citibank branches. The company will pay between $1bn and $3bn in Metlife stock with the rest being made up of cash. Travelers had sales of $5.2bn in 2004 and made a profit of $901m. It has total net assets of $96bn. ""This deal employs some of Metlife's excess capital in a potentially higher-return business and gives it more distribution,"" said Stuart Quint, an analyst at Gartmore.
",Business
37,"China had role in Yukos split-up

China lent Russia $6bn (£3.2bn) to help the Russian government renationalise the key Yuganskneftegas unit of oil group Yukos, it has been revealed.

The Kremlin said on Tuesday that the $6bn which Russian state bank VEB lent state-owned Rosneft to help buy Yugansk in turn came from Chinese banks. The revelation came as the Russian government said Rosneft had signed a long-term oil supply deal with China. The deal sees Rosneft receive $6bn in credits from China's CNPC.

According to Russian newspaper Vedomosti, these credits would be used to pay off the loans Rosneft received to finance the purchase of Yugansk. Reports said CNPC had been offered 20% of Yugansk in return for providing finance but the company opted for a long-term oil supply deal instead. Analysts said one factor that might have influenced the Chinese decision was the possibility of litigation from Yukos, Yugansk's former owner, if CNPC had become a shareholder. Rosneft and VEB declined to comment. ""The two companies [Rosneft and CNPC] have agreed on the pre-payment for long-term deliveries,"" said Russian oil official Sergei Oganesyan. ""There is nothing unusual that the pre-payment is for five to six years.""

The announcements help to explain how Rosneft, a medium-sized, indebted, and relatively unknown firm, was able to finance its surprise purchase of Yugansk. Yugansk was sold for $9.3bn in an auction last year to help Yukos pay off part of a $27bn bill in unpaid taxes and fines.

The embattled Russian oil giant had previously filed for bankruptcy protection in a US court in an attempt to prevent the forced sale of its main production arm. But Yugansk was sold to a little known shell company which in turn was bought by Rosneft. Yukos claims its downfall was punishment for the political ambitions of its founder Mikhail Khodorkovsky. Once the country's richest man, Mr Khodorkovsky is on trial for fraud and tax evasion.

The deal between Rosneft and CNPC is seen as part of China's desire to secure long-term oil supplies to feed its booming economy. China's thirst for products such as crude oil, copper and steel has helped pushed global commodity prices to record levels. ""Clearly the Chinese are trying to get some leverage [in Russia],"" said Dmitry Lukashov, an analyst at brokerage Aton. ""They understand property rights in Russia are not the most important rights, and they are more interested in guaranteeing supplies."" ""If the price of oil is fixed under the deal, which is unlikely, it could be very profitable for the Chinese,"" Mr Lukashov continued. ""And Rosneft is in desperate need of cash, so it's a good deal for them too.""
",Business
38,"Cars pull down US retail figures

US retail sales fell 0.3% in January, the biggest monthly decline since last August, driven down by a heavy fall in car sales.

The 3.3% fall in car sales had been expected, coming after December's 4% rise in car sales, fuelled by generous pre-Christmas special offers. Excluding the car sector, US retail sales were up 0.6% in January, twice what some analysts had been expecting. US retail spending is expected to rise in 2005, but not as quickly as in 2004.

Steve Gallagher, US chief economist at SG Corporate & Investment Banking, said January's figures were ""decent numbers"".

""We are not seeing the numbers that we saw in the second half of 2004, but they are still pretty healthy,"" he added. Sales at appliance and electronic stores were down 0.6% in January, while sales at hardware stores dropped by 0.3% and furniture store sales dipped 0.1%. Sales at clothing and clothing accessory stores jumped 1.8%, while sales at general merchandise stores, a category that includes department stores, rose by 0.9%. These strong gains were in part put down to consumers spending gift vouchers they had been given for Christmas.

Sales at restaurants, bars and coffee houses rose by 0.3%, while grocery store sales were up 0.5%. In December, overall retail sales rose by 1.1%. Excluding the car sector, sales rose by just 0.3%. Parul Jain, deputy chief economist at Nomura Securities International, said consumer spending would continue to rise in 2005, only at a slower rate of growth than in 2004. ""Consumers continue to retain their strength in the first quarter,"" he said. Van Rourke, a bond strategist at Popular Securities, agreed that the latest retail sales figures were ""slightly stronger than expected"".
",Business
39,"US insurer Marsh cuts 2,500 jobs

Up to 2,500 jobs are to go at US insurance broker Marsh & McLennan in a shake up following bigger-than-expected losses.

The insurer said the cuts were part of a cost-cutting drive, aimed at saving millions of dollars. Marsh posted a $676m (£352m) loss for the last three months of 2004, against a $375m (£195.3m) profit a year before. It blamed an $850m payout to settle a price-rigging lawsuit, brought by New York attorney general Elliot Spitzer. Under the settlement announced in January, Marsh took a pre-tax charge of $618m in the October-to-December quarter, on top of the $232m charge from the previous quarter. ""Clearly 2004 was the most difficult year in MMC's financial history,"" Marsh chief executive Michael Cherkasky said.

An ongoing restructuring drive at the group also led to a $337m hit in the fourth quarter, the world's biggest insurer said.

Analysts expect its latest round of cuts to focus on its brokerage unit, which employs 40,000 staff. The latest layoffs will take the total number of jobs to go at the firm to 5,500 and are expected to lead to annual savings of more than $375m. As part of its efforts to cut costs, the company said it was halving its dividend payment to 17 cents a shares from 34 cents, a move which should enable it to save $360m. Looking ahead, Mr Cherkasky forecast profitable growth for the year ahead ""with an operating margin in the upper-teens, and with the opportunity for further margin expansion"". Meanwhile, the company also announced it would spin-off its MMC Capital private equity unit, which manages the $3bn Trident Funds operation, to a group of employees. Marsh did not say when the move would take place, but said it had signed a letter of intent.

The insurer hit the headlines in October last year when it faced accusations of price rigging. New York Attorney General Elliot Spitzer sued the company, accusing it of receiving illegal payments to steer clients to selected firms as well as rigging bids and fixing prices. In January, Marsh agreed to pay $850m to settle the suit - a figure in line with the placement fees it collected in 2003 - and agreed to change its business practices. In February, a former senior executive pleaded guilty to criminal charges in a wide-ranging probe of fraud and bid-rigging in the insurance industry. In January, a former senior vice president also pleaded guilty to criminal charges related to the investigation. In an effort to reform its business practises, Marsh said it has already introduced new leadership, new compliance procedures and new ways of dealing with customers. ""As a result, we are ready to put these matters behind us and move ahead in 2005 to restore the trust our clients have placed in us and to rebuild shareholder value,"" Mr Cherkasky said.
",Business
40,"Car giant hit by Mercedes slump

A slump in profitability at luxury car maker Mercedes has prompted a big drop in profits at parent DaimlerChrysler.

The German-US carmaker saw fourth quarter operating profits fall to 785m euros ($1bn) from 2.4bn euros in 2003. Mercedes-Benz's woes - its profits slid to just 20m euros - obscured a strong performance from the Chrysler group whose returns met market expectations. Mercedes faces fierce competition in the luxury car sector from BMW and but hopes to revive its fortunes by 2006.

Mercedes' profits over the period compared unfavourably with 2003's 784m euro figure and were well below analyst expectations of 374m euros. For the year as a whole, its operating profits fell 46% to 1.6bn euros. Sales of Mercedes' brands fell 2% as demand cooled, while revenues were affected by the weakness of the US dollar.

The carmaker blamed the fall in profits on high launch costs for new models and losses from its Mercedes Smart mini-car range. Mercedes is hoping to increase productivity by 3bn euros, having negotiated 500m euros in annual savings with German workers last year. The firm said it was determined to retain Mercedes' position as the world's most successful luxury brand. However, DaimlerChrysler's shares fell 1.5% on the news. ""While all these divisions are doing well the big worries continue to surround Mercedes-Benz,"" Michael Rabb, an analyst with Bank Sal Oppenheim, told Reuters.

In contrast, Chrysler enjoyed a 5% annual increase in unit sales while revenues - calculated in US dollars - rose 10%. The US division - whose marques include Dodge and Jeep - transformed a full year operating loss of 506m euros in 2003 into a 1.4bn euros profit last year.

Overall, DaimlerChrysler saw worldwide vehicle sales rise 8% to 4.7 million in 2004 while total revenues added 4% to 142bn euros. Chrysler's strong performance helped the world's fifth largest carmaker boost net income by 400m euros to 2.5bn euros.

""The year 2004 shows that our strategy works well - even in such a challenging competitive environment,"" said Jurgen Schrempp, DaimlerChrysler's chairman. DaimlerChrysler took a 475m euro hit in costs stemming from a defects scandal at its joint venture, Japanese subsidiary Fuso. DaimlerChrysler last week agreed a compensation package with partner Mitsubishi Motors which will see it buy out its stake in Fuso. Looking forward, DaimerChrysler's profits are expected to be slightly higher in 2005. However, it is expecting ""significant improvements"" in profitability in 2006 as a result of a major investment in the Mercedes product range.
",Business
41,"Millions go missing at China bank

Two senior officials at one of China's top commercial banks have reportedly disappeared after funds worth up to $120m (£64m) went missing.

The pair both worked at Bank of China in the northern city of Harbin, the South China Morning Post reported. The latest scandal at Bank of China will do nothing to reassure foreign investors that China's big four banks are ready for international listings. Government policy sees the bank listings as vital economic reforms. Bank of China is one of two frontrunners in the race to list overseas. The other is China Construction Bank. Both are expected to list abroad during 2005.

They shared a $45bn state bailout in 2003, to help clean up their balance sheets in preparation for a foreign stock market debut.

However, a report in the China-published Economic Observer said on Monday that the two banks may have scrapped plans to list in New York because of the cost of meeting regulatory requirements imposed since the Enron scandal. Bank of China is the country's biggest foreign exchange dealer, while China Construction Bank is the largest deposit holder. China's banking sector is burdened with at least $190bn of bad debt according to official data, though most observers believe the true figure is far higher. Officially, one in five loans is not being repaid. Attempts to strengthen internal controls and tighten lending policies have uncovered a succession of scandals involving embezzlement by bank officials and loans-for-favours. The most high-profile case involved the ex-president of Bank of China, Wang Xuebing, jailed for 12 years in 2003. Although, he committed the offences whilst running Bank of China in New York, Mr Wang was head of China Construction Bank when the scandal broke. Earlier this month, a China Construction Bank branch manager was jailed for life in a separate case.

China's banks used to act as cash offices for state enterprises and did not require checks on credit worthiness. The introduction of market reforms has been accompanied by attempts to modernise the banking sector, but links between banks and local government remain strong. Last year, China's premier, Wen Jiabao, targeted bank lending practices in a series of speeches, and regulators ordered all big loans to be scrutinised, in an attempt to cool down irresponsible lending. China's leaders see reforming the top four banks as vital to distribute capital to profitable companies and protect the health of China's economic boom. But two problems persist. First, inefficient state enterprises continue to receive protection from bankruptcy because they employ large numbers of people. Second, many questionable loans come not from the big four, but from smaller banks. Another high profile financial firm, China Life, is facing shareholder lawsuits and a probe by the US Securities and Exchange Commission following its 2004 New York listing over its failure to disclose accounting irregularities at its parent company.
",Business
42,"European losses hit GM's profits

General Motors (GM) saw its net profits fall 37% in the last quarter of 2004, as it continued to be hit by losses at its European operations.

The US giant earned $630m (£481.5m) in the October-to-December period, down from $1bn in the fourth quarter of 2003. GM's revenues rose 4.7% to $51.2bn from $48.8bn a year earlier. The fourth-quarter losses at General Motors Europe totalled $345m, up from $66m during the same period in 2003. GM's main European brands are Opel and Vauxhall.

Excluding special items, GM's global income from continuing operations totalled $569m during the quarter, down from $838m a year earlier. The results were in line with Wall Street expectations and shares in GM rose by about 1% in pre-market trade. For the whole of 2004, GM earned $3.7bn, down from $3.8bn in 2003, while its annual revenue rose 4.5% to $193bn. GM said its profits were also hit by higher healthcare costs in the US. ""GM reported solid overall results in 2004, despite challenging competitive conditions in many markets around the globe,"" GM chairman and chief executive Rick Wagoner said in a statement. The company recently announced that it expected profits in 2005 to be lower than in 2004.
",Business
43,"Libya takes $1bn in unfrozen funds

Libya has withdrawn $1bn in assets from the US, assets which had previously been frozen for almost 20 years, the Libyan central bank has said.

The move came after the US lifted a trade ban to reward Tripoli for giving up weapons of mass destruction and vowing to compensate Lockerbie victims. The original size of Libya's funds was $400m, the central bank told Reuters. However, the withdrawal did not mean that Libya had cut its ties with the US, he added.

""We are in the process of opening accounts in banks in the United States,"" the central bank's vice president Farhat Omar Ben Gadaravice said. The previously frozen assets had been invested in various countries and are believed to have included equity holdings in banks. The US ban on trade and economic activity with Tripoli - imposed by then president Ronald Regan in 1986 after a series of what the US deemed terrorist acts, including the 1988 Lockerbie air crash - was suspended in April. Bankers from the two country's had been working on how to unfreeze Libya's assets.
",Business
44,"S&N extends Indian beer venture

The UK's biggest brewer, Scottish and Newcastle (S&N), is to buy 37.5% of India's United Breweries in a deal worth 4.66bn rupees ($106m:£54.6m).

S&N will buy a 17.5% equity stake in United, maker of the well-known Kingfisher lager brand, and make a public offer to buy another 20% stake. A similar holding will be controlled by Vijay Mallya, chair of the Indian firm. The deal was a ""natural development"" of its joint venture with United, said Tony Froggatt, S&N's chief executive.

Its top brands include Newcastle Brown Ale, Foster's, John Smith's, Strongbow and Kronenbourg. In 2002 S&N and United agreed to form a strategic partnership, one that would include a joint venture business and a UK investment in the Indian brewer. The joint venture was established in May 2003. with both parties having a 40% stake in the venture - Millennium Alcobev. Millennium Alcobev will now be merged with United, which expects post-merger to have about half of India's beer market.

India, with a population of more than one billion, consumes about 1.2 billion bottles of beer every year. Kingfisher has market share of about 29%. In addition to the equity stake S&N is to invest 2.47bn rupees in United through non-convertible redeemable preference shares. Meanwhile, United's budget airline, Kingfisher Airlines, is to buy 10 A320 aircraft from Airbus and has the option to buy 20 more aircraft in a deal worth up to $1.8bn. The airline, the brainchild of Mr Mallya, expects to start its operations by the end of April. The new airline would break even in the very first year of operation, Mr Mallya said.
",Business
45,"Two Nigerian banks set to merge

Nigerian banks United Bank of Africa and Standard Trust Bank have agreed plans to merge and create the biggest bank in West Africa.

The deal is also in line with a 2004 directive from the Nigerian central bank that called for more consolidation in the nation's crowded banking sector. The merger was announced in a statement on Standard Trust's website on Tuesday, but no financial details were revealed. United Bank is the third biggest in Nigeria in terms of number of branches. Standard Trust is smaller but more profitable. ""The boards of United Bank and Standard Trust, at separate meetings yesterday, approved arrangements to merge both institutions,"" Standard Trust said. Standard Trust is 100% Nigerian-owned, but United Bank has some foreign investors, including New York-based Global Depository Receipts (32.8%), and Banca Nazionale del Lavoro and Monte del Paschi di Siena, both from Italy, who each have a 2.4% stake.
",Business
46,"House prices drop as sales slow

House prices fell further in November and property sale times lengthened as rate rises took their toll, the Royal Institute of Chartered Surveyors found.

A total of 48% of chartered surveyor estate agents reported lower prices in the three months to November - the highest level in 12 years. Meanwhile the number of sales dropped 32% to an average of 22 per surveyor. The amount of unsold properties on their books rose for the sixth month in a row to an average of 67 properties. ""The slowdown occurring in the market has given buyers more power to negotiate, but this time of year is traditionally a quiet one,"" RICS housing spokesman Ian Perry said. ""The decision by the Bank of England not to increase interest rates further and the healthy economy is allowing confidence to consolidate.""

The figures support recent data from the government and other bodies which all point to a slowdown in the housing market. On Monday, the Council of Mortgage Lenders, British Bankers Association and Building Societies Association all said mortgage lending was slowing. The figures were published as another survey by property website Rightmove said the average asking price of a home fell by more than £600 from £190,329 in November to £189,733 in December. Around the UK, the Midlands and South saw the biggest price falls, while London prices fell but at less than the national rate. In Scotland, where prices have remained on an upward path, increases were more ""moderate"", RICS added. But the news failed to dent confidence that sales will recover in future, with surveyors at their most optimistic in a year - as new purchase inquiries stabilised despite holding at lower levels. ""Sales usually pick up in the New Year and I am confident this year will be no exception,"" Mr Perry added. Looking ahead, the group is anticipating a quiet start to 2005 with the market picking up in the second half - prompting a 3% rise in prices over the coming 12 months.
",Business
47,"Bush to get 'tough' on deficit

US president George W Bush has pledged to introduce a ""tough"" federal budget next February in a bid to halve the country's deficit in five years.

The US budget and its trade deficit are both deep in the red, helping to push the dollar to lows against the euro and fuelling fears about the economy. Mr Bush indicated there would be ""strict discipline"" on non-defence spending in the budget. The vow to cut the deficit had been one of his re-election declarations. The federal budget deficit hit a record $412bn (£211.6bn) in the 12 months to 30 September and $377bn in the previous year.

""We will submit a budget that fits the times,"" Mr Bush said. ""It will provide every tool and resource to the military, will protect the homeland, and meet other priorities of the government."" The US has said it is committed to a strong dollar. But the dollar's weakness has hit European and Asian exporters and lead to calls for US intervention to boost the currency. Mr Bush, however, has said the best way to halt the dollar's slide is to deal with the US deficit. ""It's a budget that I think will send the right signal to the financial markets and to those concerned about our short-term deficits,"" Mr Bush added. ""As well, we've got to deal with the long-term deficit issues.""
",Business
48,"Yukos unit fetches $9bn at auction

A little-known Russian company has bought the main production unit of oil giant Yukos at auction in Moscow.

Baikal Finance Group outbid favourite Gazprom, the state-controlled gas monopoly, to buy Yuganskneftegas. Baikal paid 260.75bn roubles ($9.37bn: £4.8bn) for Yugansk - nowhere near the $27bn Russia says Yukos owes in taxes. Yukos reacted immediately by repeating its view that the auction was illegal in international and Russian law, and said Baikal had bought itself trouble.

""The company considers that the victor of today's auction has bought itself a serious $9bn headache,"" said Yukos spokesman Alexander Shadrin. He said the company would continue to make ""every lawful move"" to protect tens of thousands of shareholders in Yukos from ""this forcible and illegitimate removal of their property"". Meanwhile, Tim Osborne, head of Yukos main shareholders' group Menatep, said that Yukos may have to declare itself bankrupt, and that legal action would be taken, outside Russia, against the auction winners. Reports from Russia say Baikal has paid a deposit of nearly $1.7bn from a Sberbank (Savings Bank) account to the Russian Federal Property Fund, for Yugansk.

The sale came despite a restraining order issued by a US court dealing with the firm's bankruptcy application for Chapter 11 protection. Yukos has always insisted the auction was state-sponsored theft but Russian authorities argued they were imposing the law, trying to recover billions in unpaid taxes. There were originally four registered bidders, and with its close ties to the Kremlin, state-backed gas monopoly Gazprom had been seen as favourite. But just two companies turned up for the auction, Gazprom and the unknown Baikal Finance Group, named after a large freshwater lake in Siberia. And, according to Tass news agency, Gazprom did not make a single bid, leaving the way open for Baikal, which paid above the auction start price of 246.75bn roubles.

Mystery firm Baikal Finance Group is officially registered in the central Russian region of Tver, but many analysts believe it may be linked to Gazprom. Kaha Kiknavelidze, analyst at Troika Dialog, said: ""I think a decision that Yugansk should end up with Gazprom was taken a long time ago. So the main question was how to structure this transaction.

""I would not exclude that the structure of the deal has slightly changed and Gazprom now has a partner. ""I would also not exclude that Baikal will decline to pay in 14 days, that are given by law, and Gazprom is then recognised as the winner. This would give Gazprom an extra 14 days to accumulate the needed funds. ""Another surprise was that the winner paid a significant premium above the starting price."" However, Gazprom has announced it is not linked to Baikal in any way. And Paul Collison, chief analyst at Brunswick UBS, said: ""I see no plausible explanation for the theory that Baikal was representing competing interests. ""Yugansk will most likely end up with Gazprom but could still end up with the government. There is still potential for surprises."" Yugansk is at the heart of Yukos - pumping close to a million barrels of oil a day. The unit was seized by the government which claims the oil giant owes more than $27bn in taxes and fines. Yukos says those tax demands are exorbitant, and had sought refuge in US courts.

The US bankruptcy court's initial order on Thursday - to temporarily block the sale - in response to Yukos filing for Chapter 11 bankruptcy protection, was upheld in a second ruling on Saturday. The protection, if recognised by the Russian authorities, would have allowed Yukos' current management to retain control of the business and block the sale of any company assets. Yukos has said the sale amounts to expropriation - punishment for the political ambitions of its founder, Mikhail Khodorkovsky. Mr Khodorkovsky is now in jail, on separate fraud charges. But President Vladimir Putin has described the affair as a crackdown on corruption - and the BBC's Sarah Rainsford in Moscow says most Russians believe the destruction of Yukos is now inevitable. Hours before the auction lawyers for Menatep, a group through which Mr Khodorkovsky and his associates control Yukos, said they would take legal action in other countries. Menatep lawyers, who were excluded from observing the auction, said they would retaliate by seeking injunctions in foreign courts to impound Russian oil and gas exports.
",Business
49,"China suspends 26 power projects

China has ordered a halt to construction work on 26 big power stations, including two at the Three Gorges Dam, on environmental grounds.

The move is a surprising one because China is struggling to increase energy supplies for its booming economy. Last year 24 provinces suffered black outs. The State Environmental Protection Agency said the 26 projects had failed to do proper environmental assessments. Topping the list was a controversial dam on the scenic upper Yangtze River. ""Construction of these projects has started without approval of the assessment of their environmental impact... they are typical illegal projects of construction first, approval next,"" said SEPA vice-director Pan Yue, in a statement on the agency's website.

Some of the projects may be allowed to start work again with the proper permits, but others would be cancelled, he said. Altogether, the agency ordered 30 projects halted. Other projects included a petrochemicals plant and a port in Fujian. The bulk of the list was made up of new power plants, with some extensions to existing ones. The stoppages would appear to be another step in the central government's battle to control projects licensed by local officials. However, previous crackdowns have tended to focus on projects for which the government argued there was overcapacity, such as steel and cement. The government has encouraged construction of new electricity generating capacity to solve chronic energy shortages which forced many factories onto part-time working last year. In 2004, China increased its generating capacity by 12.6%, or 440,700 megawatts (MW). The biggest single project to be halted was the Xiluodi Dam project, designed to produce 12,600 MW of electricity. It is being built on the Jinshajiang - or 'river of golden sand' as the upper reaches of the Yangtze are known. Second and third on the agency's list were two power stations being built at the $22bn Three Gorges Dam project on the central Yangtze - an underground 4,200 MW power plant and a 100 MW plant.

The Three Gorges Dam has proved controversial in China - where more than half a million people have been relocated to make way for it - and abroad. It has drawn criticism from environmental groups and overseas human rights activists. The damming of the Upper Yangtze has also begun to attract criticism from environmentalists in China. In April 2004, central government officials ordered a halt to work on the nearby Nu River, which is part of a United Nations world heritage site, the Three Parallel Rivers site which covers the Yangtze, Mekong and Nu (also known as the Salween), according to the UK-published China Review. That move reportedly followed a protest from the Thai government about the downstream impact of the dams, and a critical documentary made by Chinese journalists. China's energy shortage influenced global prices for oil, coal and shipping last year.
",Business
50,"High fuel costs hit US airlines

Two of the largest airlines in the US - American and Southwest - have blamed record fuel prices for their disappointing quarterly results.

American Airlines' parent AMR reported a loss of $387m (£206m) for the fourth quarter of 2004, against a $111m loss for the same period a year earlier. Meanwhile, Southwest Airlines saw its fourth-quarter 2004 profits fall 15% to $56m, against $66m a year earlier. Both said high fuel bills would continue to pressure revenues in 2005. American, the world's biggest airline by some measures, said it expected to report a loss for the first quarter of 2005. Southwest, which has the highest market value of any US carrier, said it would remain profitable despite high fuel prices.

AMR's shares were flat in Wednesday morning trading on the New York Stock Exchange, as the results were slightly better than analysts had anticipated. AMR's chief executive Gerard Arpey said the airline's difficulties reflected the situation within the industry. ""AMR's results for the fourth quarter of 2004 reflect the economic woes that plagued the airline industry throughout 2004 - in particular, high fuel prices and a tough revenue environment,"" he said. For the full year, AMR posted a loss of $761m, lower than 2003's $1.2bn loss and an indication that the airline has successfully cut costs. AMR added that as part of its cost cutting measures, it is postponing the delivery of 54 Boeing jets. Shares in Southwest fell 65 cents to $14.35 as analysts voiced their disappointment. ""The results came in below our already conservative estimate for the quarter,"" said Ray Neidl, an analyst at Calyon Securities. Both American and Southwest have been squeezed by cut-throat competition in the US airline industry, as a glut of available seats has led to fierce price reductions.
",Business
51,"J&J agrees $25bn Guidant deal

Pharmaceutical giant Johnson & Johnson has agreed to buy medical technology firm Guidant for $25.4bn (£13bn).

Guidant is a key producer of equipment that combats heart problems such as implant defibrillators and pacemakers. Analysts said that the deal is aimed at offsetting Johnson & Johnson's reliance on a slowing drug business. They also pointed out that more mergers are likely because the drug and healthcare industries are fragmented and are under pressure to cut costs. A number of Johnson & Johnson's products are facing patent expirations, while the company is also battling fierce competition from generic products. Meanwhile, demand for defibrillators, which give the heart a small electric shock when an irregular heartbeat or rhythm is detected, is expected to increase, analysts said. The move by Johnson & Johnson has been widely expected and the firm will pay $76 for each Guidant share, 6% more than Wednesday's closing price. Analysts say that US antitrust regulators could force the firms to shed some overlapping stent operations. Stents are tubes that are used to keep an artery open after it has been unblocked.
",Business
52,"China Aviation seeks rescue deal

Scandal-hit jet fuel supplier China Aviation Oil has offered to repay its creditors $220m (£117m) of the $550m it lost on trading in oil futures.

The firm said it hoped to pay $100m now and another $120m over eight years. With assets of $200m and liabilities totalling $648m, it needs creditors' backing for the offer to avoid going into bankruptcy. The trading scandal is the biggest to hit Singapore since the $1.2bn collapse of Barings Bank in 1995. Chen Jiulin, chief executive of China Aviation Oil (CAO), was arrested by at Changi Airport by Singapore police on 8 December. He was returning from China, where he had headed when CAO announced its trading debacle in late-November. The firm had been betting heavily on a fall in the price of oil during October, but prices rose sharply instead.

Among the creditors whose backing CAO needs for its restructuring plan are banking giants such as Barclay's Capital and Sumitomo Mitsui, as well as South Korean firm SK Energy. Of the immediate payment, the firm - China's biggest jet fuel supplier - said it would be paying $30m out of its own resources. The rest would come from its parent company, China Aviation Oil Holding Company in Beijing. The holding company, owned by the Chinese government, holds most of CAO's Singapore-listed shares. It cut its holding from 75% to 60% on 20 October.
",Business
53,"Japan bank shares up on link talk

Shares of Sumitomo Mitsui Financial (SMFG), and Daiwa Securities jumped amid speculation that two of Japan's biggest financial companies will merge.

Financial newspaper Nihon Keizai Shimbun claimed that the firms will join up next year and already have held discussions with Japanese regulators. The firms denied that they are about to link up, but said they are examining ways of working more closely together. SMFG shares climbed by 2.7% to 717,000, and Daiwa added 5.3% to 740 yen.

Combining SMFG, Japan's third-biggest lender, and Daiwa, the country's second-largest brokerage firm, would create a company with assets of more than $1,000bn (£537bn). SMFG President Yoshifumi Nishikawa said that the companies needed to bolster their businesses. ""Both companies need to strengthen retail and other operations,"" he said, adding that ""it's an issue we have in common"". Daiwa said that ""although it is true that the two groups have been engaging in various discussions to enhance cooperation, there are no plans to enter into negotiations to consolidate the two businesses"". Analysts said that consolidation in Japan's financial sector was likely to continue and that it was likely to have a positive impact on earnings. ""Cross-selling opportunities between banks and brokers are increasing thanks to deregulation, so we can expect the relationship to get even stronger,"" said Heronry Nozaki, an analyst at NikkoCitigroup. The merger ""would be a good move,"" he added.
",Business
54,"business, entrepreneurship, startup, company, corporation, small business, enterprise, entrepreneurship, innovation, leadership, management, strategy, marketing, sales, finance, accounting, economics, investment, venture capital, angel investor, business plan, market research, branding, advertising, public relations, customer service, human resources, employee, workplace, productivity, team management, negotiation, networking, communication, collaboration, project management, operations, logistics, supply chain, manufacturing, distribution, retail, e-commerce, technology, digital transformation, data analytics, artificial intelligence, blockchain, cybersecurity, cloud computing, mobile apps, website development, social media, content marketing, influencer marketing, search engine optimization, online advertising, customer relationship management, customer experience, market segmentation, target audience, competitive analysis, financial analysis, risk management, mergers and acquisitions, IPO, finance management, budgeting, cash flow, profit and loss, business ethics, corporate social responsibility, sustainability, globalization, international business, trade, import, export, business law, contracts, intellectual property, entrepreneurship ecosystem, business incubator, accelerator, consulting, professional services, outsourcing, virtual team, remote work, work-life balance, career development, professional networking, leadership development, business education, industry trends, market opportunities, innovation management, business growth, expansion, scalability, exit strategy, succession planning, market share, competitive advantage, SWOT analysis, business intelligence, change management, crisis management, decision-making, stakeholder, shareholder, board of directors, entrepreneurship mindset, business coaching, business consulting, market positioning, product development, market penetration, customer retention, supply chain management, cost control, value proposition, sales funnel, target marketing, business strategy, financial planning, market segmentation, business model.",Business
55,"Wembley firm won't make a profit

Shares in Multiplex Group, which is building the new Wembley stadium, fell as much as 19% after it said it would not make any money on the project.

The Australian firm said it would only break even on the 1.2bn Australian dollars (£458m; $874m) rebuild, after a rise in costs on the work. Any profits would depend on the outcome of legal cases resulting from a change in steel contractor, it added. It cut A$68m from profit targets for Wembley and another UK project.

Investors were shaken by the news and the firm's shares fell to a four month low of A$4.50, before recovering to close 16% down at A$4.67. The decline came despite Multiplex reporting an 11% rise in pre-tax profits to A$67.7m for 2004 and reaffirming its 2005 profit forecasts. Increased costs at Wembley and a separate development in London's Docklands saw Multiplex's construction division report profits of A$35.1m.

The firm said the result was below expectations but stressed that the majority of its UK projects - which also include the White City redevelopment scheme in west London - were performing strongly.

To recoup any profit from Wembley, where the firm changed its steel contractor due to a legal dispute, Multiplex will have to win legal claims against subcontractors. These claims could take up to two years to resolve. ""Multiplex believes its claim are sound and ultimately will exceed the level needed to support the break even position,"" it said. ""It is expected that profits will be possible in future periods as the claims are finalised."" Wembley Stadium is to due to be completed in January and will officially open for the 2006 FA Cup Final. Analysts expressed concern at the unexpected paring back in profit. ""Such a big writeback on the Wembley project in such a short period has impacted on management credibility,"" Simon Wheatley, from Goldman Sachs, told Reuters.
",Business
